Pos,Clinical_significance_ENIGMA,mupit_structure,proteinPrior,Clinical_Significance_ClinVar
32398608,-,-,-,Likely_benign
32398608,-,-,-,"Likely_benign,Uncertain_significance"
32398608,-,-,-,"Benign,Likely_benign,Uncertain_significance"
32398608,-,-,N/A,Benign
32398609,-,-,N/A,Uncertain_significance
32398613,-,-,N/A,Uncertain_significance
32398615,-,-,N/A,"Uncertain_significance,Likely_benign"
32398618,-,-,N/A,"Likely_benign,Uncertain_significance"
32398619,-,-,N/A,-
32398623,Benign,-,N/A,"Benign,Likely_benign,Uncertain_significance"
32398624,-,-,N/A,"variant_of_unknown_significance,Uncertain_significance,Likely_benign,Benign"
32398625,-,-,N/A,Uncertain_significance
32398626,-,-,N/A,-
32398626,Likely benign,-,N/A,Likely_benign
32398627,-,-,N/A,Uncertain_significance
32398628,-,-,N/A,-
32398628,-,-,N/A,Uncertain_significance
32398629,Likely benign,-,N/A,Likely_benign
32398629,Likely benign,-,N/A,Likely_benign
32398632,-,-,N/A,Uncertain_significance
32398633,-,-,N/A,Uncertain_significance
32398634,-,-,N/A,"Benign,Likely_benign,Uncertain_significance,not_provided"
32398635,-,-,N/A,Likely_benign
32398636,-,-,N/A,Uncertain_significance
32398637,-,-,N/A,"Likely_benign,Uncertain_significance"
32398640,-,-,N/A,"Uncertain_significance,Likely_benign"
32398644,-,-,N/A,Uncertain_significance
32398644,-,-,N/A,Uncertain_significance
32398649,-,-,N/A,Uncertain_significance
32398651,-,-,N/A,-
32398654,-,-,N/A,-
32398656,-,-,N/A,Uncertain_significance
32398658,-,-,N/A,-
32398661,-,-,N/A,Uncertain_significance
32398663,-,-,N/A,Uncertain_significance
32398663,-,-,N/A,"Uncertain_significance,Likely_benign"
32398664,-,-,N/A,Uncertain_significance
32398665,-,-,N/A,Likely_benign
32398665,Likely benign,-,N/A,Likely_benign
32398666,-,-,N/A,"Benign,Likely_benign"
32398667,-,-,N/A,"Benign,Likely_benign,Uncertain_significance"
32398668,-,-,N/A,Likely_benign
32398670,-,-,N/A,Uncertain_significance
32398672,-,-,N/A,Uncertain_significance
32398672,-,-,N/A,Uncertain_significance
32398673,-,-,N/A,"Likely_benign,Uncertain_significance"
32398674,-,-,N/A,Likely_benign
32398675,-,-,N/A,"Uncertain_significance,Likely_benign"
32398677,Likely benign,-,N/A,Likely_benign
32398678,-,-,N/A,-
32398678,-,-,N/A,-
32398678,-,-,-,Likely_benign
32398679,-,-,N/A,"Uncertain_significance,Likely_benign"
32398683,Likely benign,-,N/A,Likely_benign
32398684,-,-,N/A,"Likely_benign,Uncertain_significance"
32398686,-,-,N/A,-
32398686,-,-,-,"Benign,Likely_benign,Uncertain_significance"
32398688,-,-,N/A,Uncertain_significance
32398689,Likely benign,-,N/A,"Uncertain_significance,Likely_benign"
32398692,-,-,N/A,Likely_benign
32398694,-,-,-,"Likely_benign,Uncertain_significance"
32398696,-,-,-,Uncertain_significance
32398697,-,-,N/A,Uncertain_significance
32398699,-,-,-,Likely_benign
32398699,-,-,N/A,Uncertain_significance
32398700,-,-,N/A,"Likely_benign,Uncertain_significance"
32398701,Likely benign,-,N/A,Likely_benign
32398702,-,-,N/A,"Uncertain_significance,Likely_benign"
32398704,Likely benign,-,N/A,Likely_benign
32398706,-,-,N/A,-
32398707,-,-,N/A,Likely_benign
32398707,-,-,N/A,-
32398708,-,-,N/A,"Uncertain_significance,Likely_benign"
32398708,-,-,N/A,Uncertain_significance
32398711,-,-,N/A,Uncertain_significance
32398712,-,-,N/A,-
32398715,-,-,N/A,"Uncertain_significance,Likely_benign"
32398716,Likely benign,-,N/A,"Benign,Likely_benign"
32398716,-,-,N/A,Likely_benign
32398717,-,-,N/A,Uncertain_significance
32398722,-,-,-,Uncertain_significance
32398724,-,-,N/A,Uncertain_significance
32398726,-,-,N/A,Uncertain_significance
32398728,-,-,N/A,Uncertain_significance
32398730,-,-,-,-
32398733,-,-,N/A,"Uncertain_significance,Likely_benign"
32398734,Likely benign,-,N/A,Likely_benign
32398734,-,-,-,-
32398735,-,-,N/A,"Benign,Likely_benign,Uncertain_significance"
32398737,-,-,-,Likely_benign
32398737,-,-,-,-
32398739,-,-,N/A,Uncertain_significance
32398743,-,-,N/A,Uncertain_significance
32398745,-,-,N/A,-
32398745,-,-,N/A,Uncertain_significance
32398747,Benign,-,N/A,"Benign,not_provided,no_known_pathogenicity,Uncertain_significance,Likely_benign"
32398748,-,-,N/A,Likely_benign
32398751,-,-,N/A,Uncertain_significance
32398751,-,-,N/A,Uncertain_significance
32398753,-,-,N/A,"Uncertain_significance,Likely_benign"
32398759,-,-,N/A,-
32398759,-,-,N/A,Likely_benign
32398760,-,-,N/A,Uncertain_significance
32398762,-,-,N/A,"Likely_benign,Uncertain_significance"
32398763,-,-,N/A,"Uncertain_significance,Likely_benign"
32398763,-,-,-,"Likely_benign,Uncertain_significance"
32398764,Likely benign,-,N/A,"Likely_benign,Uncertain_significance"
32398766,-,-,N/A,Uncertain_significance
32398766,-,-,N/A,-
32398772,-,-,N/A,Uncertain_significance
32398773,-,-,N/A,Likely_benign
32398778,-,-,N/A,Uncertain_significance
32398784,-,-,N/A,"Benign,Uncertain_significance,Likely_benign"
32398785,-,-,N/A,Uncertain_significance
32398787,-,-,-,-
32398789,-,-,N/A,-
32398790,-,-,-,-
32398793,-,-,N/A,Uncertain_significance
32398801,-,-,N/A,-
32398802,-,-,N/A,-
32398807,-,-,N/A,-
32398808,-,-,N/A,-
32398820,-,-,N/A,Uncertain_significance
32398875,Benign,-,N/A,"Benign,Uncertain_significance"
32398876,-,-,N/A,-
32398880,-,-,N/A,-
32398886,-,-,N/A,-
32398905,-,-,N/A,-
32398942,-,-,N/A,Likely_benign
32399018,-,-,N/A,Likely_benign
32399029,-,-,N/A,-
32399062,-,-,N/A,Uncertain_significance
32399065,Benign,-,N/A,"Benign,Likely_benign"
32399071,-,-,N/A,-
32399115,-,-,N/A,Uncertain_significance
32399125,-,-,-,Uncertain_significance
32399139,Benign,-,N/A,Benign
32399142,Benign,-,-,Benign
32399152,-,-,N/A,Likely_benign
32399160,Benign,-,N/A,"Benign,Likely_benign"
32399167,Benign,-,N/A,"Benign,Likely_benign"
32399169,-,-,N/A,Uncertain_significance
32399186,-,-,N/A,Uncertain_significance
32399302,Benign,-,N/A,Benign
32399315,-,-,N/A,Uncertain_significance
32399322,-,-,N/A,-
32399324,-,-,-,-
32399343,-,-,N/A,-
32399389,-,-,N/A,-
32399393,-,-,N/A,-
32399445,-,-,N/A,Uncertain_significance
32399466,-,-,N/A,Uncertain_significance
32399523,-,-,N/A,Likely_benign
32399588,-,-,N/A,-
32399599,-,-,N/A,-
32399599,Benign,-,-,Benign
32399609,-,-,N/A,Likely_benign
32399611,Benign,-,N/A,"Benign,Likely_benign"
32399612,Benign,-,N/A,"Benign,Likely_benign"
32399624,-,-,N/A,Likely_benign
32399625,Benign,-,N/A,Benign
32399642,-,-,N/A,-
43008077,,,,
,,,,
-,-,,,-
,,,,
43078127,-,,,
,,,,
,,,,
,,,,
,,,,
,,,,
41230144,outside_transcript_boundaries_variant,,,-
43037404,-,-,-,-
43037919,-,-,N/A,-
43039471,Benign,-,N/A,Benign
43039818,Benign,-,N/A,Benign
43039999,Benign,-,-,Benign
43040165,Benign,-,N/A,Benign
43041129,Benign,-,N/A,Benign
43041407,Benign,-,N/A,Benign
43041622,Benign,-,N/A,Benign
43041662,-,-,-,-
43041893,Benign,-,N/A,Benign
43042868,Benign,-,N/A,Benign
43043008,Benign,-,N/A,Benign
43043076,Benign,-,N/A,Benign
43043694,Benign,-,N/A,Benign
43043756,Benign,-,N/A,Benign
43044315,-,-,N/A,Uncertain_significance
43044346,Benign,-,N/A,Benign
43044351,Benign,-,N/A,"Benign,Likely_benign"
43044352,-,-,N/A,-
43044355,-,-,N/A,Uncertain_significance
43044386,-,-,N/A,Uncertain_significance
43044390,-,-,-,-
43044391,Benign,-,N/A,"Benign,Likely_benign"
43044392,-,-,N/A,Likely_benign
43044392,-,-,N/A,-
43044392,-,-,N/A,-
43044393,-,-,N/A,-
43044393,-,-,N/A,Uncertain_significance
43044394,-,-,N/A,-
43044407,-,-,N/A,Likely_pathogenic
43044427,-,-,N/A,-
43044462,-,-,N/A,-
43044492,-,-,N/A,-
43044539,-,-,N/A,-
43044561,-,-,N/A,-
43044565,Benign,-,N/A,"Benign,Likely_benign"
43044586,-,-,N/A,-
43044630,-,-,N/A,-
43044721,-,-,N/A,-
43044745,-,-,N/A,-
43044750,-,-,N/A,-
43044783,-,-,N/A,-
43044785,-,-,N/A,-
43044804,-,-,-,-
43044804,Benign,-,-,"Benign,Likely_benign,Uncertain_significance"
43044804,-,-,-,Uncertain_significance
43044804,-,-,-,-
43044804,-,-,-,-
43044804,-,-,-,-
43044822,-,-,-,Uncertain_significance
43044823,-,-,-,Uncertain_significance
43044826,-,-,-,-
43044859,-,-,-,-
43044880,-,-,N/A,-
43044897,Benign,-,N/A,"Benign,Likely_benign"
43044928,-,-,N/A,Likely_benign
43044935,-,-,N/A,Uncertain_significance
43044942,-,-,N/A,-
43044944,-,-,N/A,-
43044964,-,-,N/A,-
43044965,-,-,N/A,-
43044985,-,-,N/A,Uncertain_significance
43045023,-,-,N/A,-
43045028,-,-,N/A,-
43045057,-,-,N/A,-
43045096,-,-,N/A,-
43045116,-,-,N/A,-
43045142,-,-,N/A,-
43045150,-,-,N/A,Likely_benign
43045161,-,-,N/A,-
43045162,-,-,N/A,-
43045193,-,-,N/A,Uncertain_significance
43045213,-,-,N/A,Uncertain_significance
43045250,-,-,N/A,-
43045257,Benign,-,N/A,"Benign,Likely_benign"
43045291,-,-,N/A,Uncertain_significance
43045292,-,-,N/A,-
43045317,-,-,N/A,-
43045358,-,-,N/A,-
43045359,-,-,N/A,-
43045387,-,-,N/A,Uncertain_significance
43045406,-,-,N/A,-
43045414,-,-,N/A,-
43045450,Benign,-,N/A,Benign
43045455,-,-,N/A,-
43045492,-,-,N/A,-
43045493,-,-,N/A,-
43045498,-,-,-,-
43045518,-,-,N/A,-
43045523,-,-,N/A,-
43045545,-,-,N/A,-
43045552,-,-,N/A,-
43045553,-,-,N/A,-
43045571,-,-,-,Pathogenic
43045572,-,-,N/A,-
43045572,-,-,N/A,Benign
43045572,-,-,N/A,-
43045574,-,-,N/A,-
43045579,-,-,N/A,-
43045580,-,-,N/A,-
43045593,-,-,N/A,-
43045594,-,-,N/A,-
43045611,-,-,N/A,-
43045615,-,-,N/A,-
43045618,-,-,N/A,-
43045620,-,-,N/A,Uncertain_significance
43045620,-,-,N/A,-
43045635,-,-,N/A,-
43045636,-,-,N/A,-
43045639,-,-,N/A,-
43045642,-,-,N/A,-
43045642,Benign,-,N/A,"Benign,Uncertain_significance,Likely_benign"
43045647,-,-,N/A,-
43045652,-,-,N/A,-
43045653,-,-,N/A,-
43045658,-,-,N/A,Benign
43045664,-,-,N/A,Uncertain_significance
43045665,-,-,N/A,Uncertain_significance
43045665,-,-,N/A,-
43045674,-,-,N/A,Likely_benign
43045675,-,-,N/A,Likely_benign
43045675,-,-,-,-
43045677,-,-,-,Likely_benign
43045683,-,-,-,Uncertain_significance
43045683,-,-,-,-
43045684,Likely benign,-,-,Likely_benign
43045685,-,-,-,Uncertain_significance
43045685,-,-,-,Uncertain_significance
43045686,-,-,-,-
43045689,-,-,-,-
43045689,-,-,-,-
43045690,-,-,-,Uncertain_significance
43045691,-,-,-,no_known_pathogenicity
43045691,-,-,-,"Likely_pathogenic,Uncertain_significance"
43045694,Benign,1t15,0.03,"Benign,Uncertain_significance,Likely_benign"
43045695,-,1t15,0.03,Uncertain_significance
43045695,-,1t15,0.03,Uncertain_significance
43045696,Likely benign,-,0.02,Likely_benign
43045696,-,1t15,0.03,Uncertain_significance
43045696,-,-,-,-
43045696,-,-,-,Uncertain_significance
43045697,-,1t15,0.03,"Uncertain_significance,Likely_benign"
43045698,-,1t15,0.03,Uncertain_significance
43045698,Benign,1t15,0.03,"Benign,Likely_benign"
43045699,-,1t15,0.03,Uncertain_significance
43045699,-,1t15,0.03,Uncertain_significance
43045700,-,-,-,Likely_pathogenic
43045702,-,-,0.02,Likely_benign
43045702,Likely benign,-,0.02,Likely_benign
43045704,-,1t15,0.03,"Likely_benign,Uncertain_significance"
43045704,-,1t15,0.03,Uncertain_significance
43045705,-,-,0.02,-
43045705,-,1t15,0.03,-
43045705,Likely benign,-,0.02,Likely_benign
43045705,-,-,-,"Likely_pathogenic,Uncertain_significance"
43045705,Pathogenic,-,-,Pathogenic
43045706,-,1t15,0.03,-
43045706,-,1t15,0.03,Uncertain_significance
43045706,-,1t15,0.03,-
43045707,-,1t15,0.03,-
43045707,-,1t15,0.03,-
43045707,-,1t15,0.03,-
43045707,-,-,-,Uncertain_significance
43045708,-,-,0.02,-
43045708,-,-,0.02,-
43045708,Likely benign,-,0.02,Likely_benign
43045709,-,1t15,0.03,-
43045709,-,1t15,0.29,Uncertain_significance
43045709,-,1t15,0.03,-
43045709,Pathogenic,-,-,Pathogenic
43045709,Pathogenic,-,-,Pathogenic
43045710,-,-,0.02,-
43045710,-,1t15,0.03,-
43045710,-,1t15,0.03,-
43045711,-,-,0.02,-
43045711,Pathogenic,-,0.99,"Pathogenic,not_provided"
43045711,Pathogenic,-,-,Pathogenic
43045711,Pathogenic,-,0.99,Pathogenic
43045712,-,1t15,0.29,-
43045712,-,1t15,0.81,"Likely_pathogenic,Uncertain_significance"
43045712,-,1t15,0.81,-
43045713,-,1t15,0.81,-
43045713,-,1t15,0.81,-
43045713,-,1t15,0.81,-
43045713,Pathogenic,-,-,Pathogenic
43045714,-,-,0.02,-
43045714,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43045714,-,-,0.02,-
43045715,-,1t15,0.03,Uncertain_significance
43045715,-,1t15,0.03,-
43045715,-,1t15,0.03,-
43045716,-,1t15,0.03,-
43045716,-,1t15,0.03,Uncertain_significance
43045716,-,1t15,0.03,-
43045716,Pathogenic,-,-,Pathogenic
43045717,-,-,0.02,-
43045717,-,1t15,0.03,-
43045717,-,1t15,0.03,Uncertain_significance
43045718,-,1t15,0.03,-
43045718,-,1t15,0.03,-
43045718,-,1t15,0.03,-
43045718,Pathogenic,-,-,Pathogenic
43045719,-,1t15,0.03,-
43045719,-,1t15,0.03,-
43045719,-,1t15,0.03,-
43045720,-,-,0.02,-
43045720,Likely benign,-,0.02,Likely_benign
43045720,-,-,0.02,"Likely_benign,Uncertain_significance"
43045721,-,1t15,0.66,-
43045721,-,1t15,0.66,-
43045721,-,1t15,0.66,-
43045721,Pathogenic,-,-,Pathogenic
43045722,-,-,0.02,-
43045722,-,1t15,0.03,-
43045722,-,1t15,0.03,-
43045723,-,1t15,0.03,-
43045723,-,1t15,0.03,-
43045723,-,-,0.02,Likely_benign
43045724,-,1t15,0.03,-
43045724,-,1t15,0.03,-
43045724,-,1t15,0.03,-
43045725,-,-,0.99,-
43045725,-,1t15,0.03,-
43045725,-,1t15,0.03,-
43045726,-,1t15,0.03,-
43045726,-,1t15,0.03,-
43045726,-,-,0.02,-
43045727,-,1t15,0.29,-
43045727,-,1t15,0.03,-
43045727,-,1t15,0.29,-
43045727,-,-,-,-
43045728,Pathogenic,-,0.99,Pathogenic
43045728,-,1t15,0.03,-
43045728,-,1t15,0.03,-
43045729,-,-,0.02,Likely_benign
43045729,-,1t15,0.03,-
43045729,Pathogenic,-,0.99,Pathogenic
43045730,-,1t15,0.03,Uncertain_significance
43045730,-,1t15,0.03,-
43045730,-,1t15,0.03,-
43045731,-,1t15,0.03,-
43045731,-,1t15,0.03,-
43045731,-,1t15,0.03,-
43045732,-,1t15,0.03,-
43045732,-,1t15,0.03,Uncertain_significance
43045732,Likely benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
43045733,-,1t15,0.03,-
43045733,-,1t15,0.03,-
43045733,-,1t15,0.03,-
43045733,Pathogenic,-,-,Pathogenic
43045734,Pathogenic,-,0.99,Pathogenic
43045734,-,1t15,0.03,-
43045734,-,1t15,0.03,-
43045735,-,-,0.02,-
43045735,Pathogenic,-,0.99,Pathogenic
43045735,Pathogenic,-,0.99,Pathogenic
43045735,Pathogenic,-,-,Pathogenic
43045736,-,1t15,0.03,-
43045736,-,1t15,0.66,Uncertain_significance
43045736,-,1t15,0.66,-
43045736,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
43045736,Pathogenic,-,-,Pathogenic
43045736,Pathogenic,-,-,Pathogenic
43045737,-,-,-,not_provided
43045737,-,1t15,0.66,-
43045737,-,1t15,0.66,-
43045737,-,1t15,0.66,-
43045738,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
43045738,-,-,0.02,-
43045738,-,-,0.02,-
43045738,Pathogenic,-,-,"Pathogenic,Uncertain_significance"
43045739,-,1t15,0.03,"not_provided,Uncertain_significance,Likely_benign"
43045739,-,1t15,0.03,Uncertain_significance
43045739,-,1t15,0.03,-
43045740,-,1t15,0.03,-
43045740,-,1t15,0.03,-
43045740,-,1t15,0.03,Uncertain_significance
43045740,-,-,-,Uncertain_significance
43045741,-,-,0.02,-
43045741,-,-,0.02,-
43045741,-,-,0.02,Likely_benign
43045742,-,1t15,0.03,Uncertain_significance
43045742,-,1t15,0.03,-
43045742,-,1t15,0.03,Uncertain_significance
43045743,-,1t15,0.03,-
43045743,-,1t15,0.03,"Likely_pathogenic,Uncertain_significance"
43045743,-,1t15,0.03,-
43045744,-,-,0.02,-
43045744,-,-,0.02,Likely_benign
43045744,-,-,0.02,-
43045744,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
43045745,-,1t15,0.66,-
43045745,-,1t15,0.29,-
43045745,-,1t15,0.66,Uncertain_significance
43045746,-,1t15,0.03,-
43045746,-,1t15,0.03,-
43045746,-,1t15,0.03,-
43045747,-,1t15,0.81,-
43045747,Likely benign,-,0.02,Likely_benign
43045747,-,1t15,0.81,-
43045748,-,1t15,0.81,-
43045748,-,1t15,0.66,Uncertain_significance
43045748,-,1t15,0.66,Uncertain_significance
43045748,Pathogenic,-,-,Pathogenic
43045749,-,1t15,0.81,-
43045749,-,1t15,0.66,-
43045749,-,1t15,0.81,"Likely_pathogenic,Uncertain_significance"
43045749,-,-,-,Pathogenic
43045750,-,-,0.02,-
43045750,-,1t15,0.66,-
43045750,-,1t15,0.66,-
43045751,-,1t15,0.81,-
43045751,-,1t15,0.81,-
43045751,-,1t15,0.81,-
43045751,Pathogenic,-,-,Pathogenic
43045752,-,1t15,0.81,-
43045752,-,1t15,0.29,Uncertain_significance
43045753,-,1t15,0.03,-
43045753,-,1t15,0.03,-
43045754,-,1t15,0.66,Uncertain_significance
43045754,-,-,0.99,-
43045755,-,1t15,0.03,-
43045755,-,-,0.02,-
43045756,Likely benign,-,0.02,Likely_benign
43045756,-,-,0.02,-
43045756,-,-,0.02,-
43045757,-,1t15,0.66,"Likely_pathogenic,Uncertain_significance"
43045757,-,1t15,0.29,-
43045757,Pathogenic,1t15,0.66,"Pathogenic,Uncertain_significance"
43045757,Pathogenic,-,-,Pathogenic
43045758,-,1t15,0.03,Uncertain_significance
43045758,-,1t15,0.03,-
43045758,-,1t15,0.03,Uncertain_significance
43045758,Pathogenic,-,-,Pathogenic
43045759,-,1t15,0.81,Uncertain_significance
43045759,-,1t15,0.81,Uncertain_significance
43045759,Pathogenic,-,0.99,Pathogenic
43045759,Pathogenic,-,-,Pathogenic
43045759,Pathogenic,-,-,Pathogenic
43045760,-,1t15,0.66,-
43045760,-,1t15,0.81,-
43045760,Pathogenic,-,0.99,Pathogenic
43045761,-,1t15,0.81,"Likely_pathogenic,Uncertain_significance"
43045761,-,1t15,0.81,"Likely_pathogenic,Uncertain_significance"
43045761,-,1t15,0.81,-
43045762,-,1t15,0.03,-
43045762,-,1t15,0.03,-
43045762,-,-,0.02,-
43045763,-,1t15,0.03,-
43045763,-,1t15,0.03,-
43045763,-,1t15,0.03,-
43045763,Pathogenic,-,-,Pathogenic
43045763,Pathogenic,-,-,"Pathogenic,not_provided"
43045764,Pathogenic,-,0.99,Pathogenic
43045764,-,1t15,0.03,-
43045764,-,1t15,0.03,"Likely_benign,Uncertain_significance"
43045764,Pathogenic,-,-,Pathogenic
43045765,-,-,0.02,-
43045765,-,-,0.02,-
43045765,-,-,0.02,-
43045766,-,1t15,0.03,-
43045766,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
43045766,Pathogenic,-,-,Pathogenic
43045766,-,1t15,0.29,Uncertain_significance
43045766,-,1t15,0.03,"Uncertain_significance,not_provided"
43045766,Pathogenic,-,-,Pathogenic
43045767,Pathogenic,-,0.99,Pathogenic
43045767,-,1t15,0.29,-
43045767,-,-,0.02,-
43045768,-,-,0.02,Likely_benign
43045768,-,-,0.02,-
43045768,-,-,0.02,-
43045769,-,1t15,0.03,Uncertain_significance
43045769,-,1t15,0.03,-
43045769,-,1t15,0.03,-
43045770,-,1t15,0.03,-
43045770,-,1t15,0.03,-
43045770,-,1t15,0.03,-
43045770,Pathogenic,-,-,Pathogenic
43045771,-,-,0.02,-
43045771,-,-,0.02,-
43045771,-,-,0.02,-
43045772,-,1t15,0.29,Uncertain_significance
43045772,-,1t15,0.66,-
43045773,-,1t15,0.03,-
43045773,-,1t15,0.03,"Pathogenic,Likely_pathogenic,Uncertain_significance"
43045774,Pathogenic,-,-,Pathogenic
43045774,Likely benign,-,0.02,Likely_benign
43045775,-,1t15,0.66,-
43045775,-,1t15,0.29,-
43045776,Pathogenic,-,-,Pathogenic
43045776,-,1t15,0.03,-
43045777,-,-,0.02,-
43045777,-,-,0.02,-
43045777,-,-,0.02,-
43045777,Pathogenic,-,-,Pathogenic
43045778,-,1t15,0.03,-
43045778,-,1t15,0.03,Uncertain_significance
43045778,-,1t15,0.03,-
43045779,-,1t15,0.03,-
43045779,-,1t15,0.03,-
43045779,-,1t15,0.03,-
43045779,Pathogenic,-,-,Pathogenic
43045780,-,-,0.02,-
43045780,-,-,0.02,-
43045780,-,-,0.02,-
43045781,-,1t15,0.03,-
43045781,-,1t15,0.03,-
43045781,-,1t15,0.29,-
43045782,-,1t15,0.29,-
43045782,-,1t15,0.03,-
43045782,-,1t15,0.03,Uncertain_significance
43045783,-,1t15,0.03,-
43045783,-,1t15,0.03,-
43045783,-,-,0.02,-
43045784,-,1t15,0.29,-
43045784,-,1t15,0.03,-
43045784,-,1t15,0.03,-
43045784,Pathogenic,-,-,Pathogenic
43045784,Pathogenic,-,-,Pathogenic
43045785,-,-,0.99,-
43045785,-,1t15,0.03,-
43045785,-,1t15,0.03,Uncertain_significance
43045786,-,1t15,0.03,-
43045786,-,-,0.02,-
43045786,-,-,0.99,-
43045786,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
43045787,-,1t15,0.03,-
43045787,-,1t15,0.03,-
43045787,-,1t15,0.03,-
43045788,-,1t15,0.03,Uncertain_significance
43045788,-,1t15,0.03,-
43045788,-,1t15,0.03,-
43045788,Pathogenic,-,-,Pathogenic
43045789,-,1t15,0.03,-
43045789,-,1t15,0.03,-
43045789,-,1t15,0.03,Uncertain_significance
43045790,Pathogenic,-,-,Pathogenic
43045790,-,1t15,0.03,-
43045790,-,1t15,0.03,-
43045790,-,1t15,0.03,-
43045791,-,1t15,0.03,-
43045791,-,1t15,0.03,-
43045791,-,1t15,0.03,-
43045792,-,1t15,0.03,Uncertain_significance
43045792,-,1t15,0.03,-
43045792,-,-,0.02,-
43045792,Pathogenic,-,-,Pathogenic
43045793,-,1t15,0.03,Uncertain_significance
43045793,-,1t15,0.03,-
43045793,-,1t15,0.03,-
43045794,-,-,0.99,-
43045794,-,1t15,0.03,-
43045794,-,1t15,0.03,Uncertain_significance
43045795,-,-,0.02,Likely_benign
43045795,-,-,0.02,-
43045795,-,-,0.02,Likely_benign
43045796,-,1t15,0.03,-
43045796,-,1t15,0.03,-
43045796,-,1t15,0.03,-
43045797,-,1t15,0.03,-
43045797,-,1t15,0.03,-
43045797,-,1t15,0.03,Uncertain_significance
43045798,-,1t15,0.03,-
43045798,-,-,0.02,-
43045798,-,-,0.02,-
43045799,-,1t15,0.03,-
43045799,-,1t15,0.03,-
43045799,-,1t15,0.03,-
43045800,-,1t15,0.03,-
43045800,-,1t15,0.03,Uncertain_significance
43045800,-,1t15,0.03,-
43045801,-,-,0.02,-
43045801,-,-,0.02,-
43045801,-,-,0.02,-
43045802,-,1t15,0.03,-
43045802,-,1t15,0.03,-
43045802,-,1t15,0.03,-
43045803,-,-,N/A,-
43045803,-,-,N/A,-
43045803,-,-,N/A,"Pathogenic,Likely_pathogenic"
43045804,-,-,N/A,Pathogenic
43045804,-,-,N/A,"Pathogenic,Likely_pathogenic"
43045804,-,-,N/A,-
43045805,-,-,N/A,-
43045805,-,-,N/A,-
43045805,-,-,N/A,-
43045806,-,-,N/A,-
43045806,-,-,N/A,-
43045806,-,-,N/A,-
43045807,-,-,N/A,Uncertain_significance
43045807,-,-,N/A,-
43045807,-,-,N/A,-
43045808,-,-,N/A,-
43045808,-,-,N/A,-
43045808,-,-,N/A,-
43045809,-,-,N/A,-
43045809,-,-,N/A,-
43045809,-,-,N/A,-
43045810,-,-,N/A,-
43045810,-,-,-,-
43045810,-,-,N/A,-
43045810,-,-,N/A,-
43045810,-,-,-,"Benign,Uncertain_significance,Likely_benign"
43045811,-,-,N/A,-
43045811,-,-,N/A,-
43045811,-,-,N/A,-
43045812,-,-,N/A,Likely_benign
43045812,-,-,N/A,-
43045812,Benign,-,N/A,"Benign,Uncertain_significance,Likely_benign"
43045814,-,-,N/A,-
43045819,-,-,N/A,Uncertain_significance
43045820,-,-,N/A,"Uncertain_significance,Likely_benign"
43045821,-,-,N/A,-
43045832,-,-,N/A,-
43045842,-,-,N/A,Pathogenic
43045847,-,-,N/A,-
43045849,-,-,N/A,-
43045850,-,-,N/A,-
43045852,-,-,N/A,-
43045854,-,-,N/A,-
43045869,-,-,N/A,-
43045870,-,-,N/A,-
43045881,-,-,N/A,-
43045886,-,-,N/A,-
43045945,-,-,N/A,-
43045962,-,-,N/A,-
43045963,-,-,-,-
43045964,-,-,N/A,-
43045993,-,-,N/A,-
43046002,-,-,N/A,-
43046070,Benign,-,N/A,Benign
43046071,-,-,N/A,-
43046252,-,-,N/A,-
43046253,Benign,-,N/A,Benign
43046264,-,-,N/A,-
43046449,-,-,N/A,-
43046509,-,-,N/A,-
43046599,-,-,N/A,-
43046604,Benign,-,N/A,Benign
43046757,Benign,-,-,Benign
43046902,-,-,N/A,Likely_benign
43046931,Benign,-,N/A,Benign
43046985,Benign,-,N/A,Benign
43047013,-,-,N/A,-
43047035,-,-,N/A,-
43047074,-,-,N/A,-
43047106,Benign,-,N/A,Benign
43047119,-,-,-,-
43047125,-,-,N/A,-
43047156,-,-,N/A,-
43047161,Benign,-,N/A,Benign
43047440,-,-,N/A,-
43047448,-,-,N/A,-
43047465,-,-,N/A,-
43047484,-,-,-,-
43047552,-,-,N/A,-
43047595,-,-,N/A,-
43047599,-,-,N/A,-
43047618,-,-,N/A,-
43047618,-,-,N/A,-
43047619,-,-,N/A,-
43047619,-,-,N/A,-
43047619,-,-,N/A,-
43047620,-,-,N/A,-
43047620,-,-,N/A,-
43047620,-,-,N/A,-
43047621,-,-,N/A,-
43047621,-,-,N/A,-
43047621,-,-,N/A,-
43047622,-,-,N/A,-
43047622,-,-,N/A,-
43047622,-,-,N/A,-
43047623,-,-,N/A,-
43047623,-,-,N/A,-
43047623,-,-,N/A,-
43047624,-,-,N/A,-
43047624,-,-,N/A,-
43047624,-,-,N/A,-
43047625,-,-,N/A,-
43047625,-,-,N/A,-
43047625,-,-,N/A,-
43047626,-,-,N/A,-
43047626,-,-,N/A,-
43047626,-,-,N/A,-
43047627,-,-,N/A,-
